Название товара;Артикул;Идентификатор товара в магазине;Остаток;Цена продажи;Старая цена;Закупочная цена
"Кастрюля 2.5 л белая ""Vitromax"", 33х27.5х13.5 см";MW852-FJ0002;80489500;999;3560;;1978
"Кастрюля 3.0 л белая ""Vitromax"", 28х23х18.5 см";MW852-FJ0003;80489501;999;3512;;1951
"Кастрюля 5.0 л белая ""Vitromax"", 33х27.5х21 см";MW852-FJ0004;80489503;0;4876;;2709
"Набор: сахарница + молочник ""Атлантис"", 0.35 л, подарочная упаковка";MW583-VE3544;80489317;;582;;333
"Салатник ""Атлантис"", 16 см";MW583-VE3216;80489314;;409;;234
"Тарелка закусочная ""Атлантис"", 23 см";MW583-VE3023;80489308;;518;;296
"Тарелка обеденная ""Атлантис"", 27.5 см";MW583-VE3027;80489309;;330;;189
"Тарелка салатная ""Атлантис"", 19 см";MW583-VE3019;80489306;;367;;210
"Тарелка суповая ""Атлантис"", 23 см";MW583-VE3123;80489311;;274;;157
"Чайник ""Атлантис"", 0.95 л, подарочная упаковка";MW583-VE3566;80489319;;654;;374
"Чашка с блюдцем ""Атлантис"", 0.25 мл, подарочная упаковка";MW583-VE3511;80489315;;533;;305
"Кружка ""Базар"" без инд.упаковки, 0.34 л";MW601-P573200;76572271;999;319;;177
"Салатник ""Базар"" без инд.упаковки, 17 см";MW601-P573117;76572274;;400;;296
"Столовый набор на 4 персоны ""Базар"" в подарочной упаковке, 16 пр.";MW601-P573416;76572273;;5584;;3191
"Тарелка обеденная ""Базар"" без инд.упаковки, 27.5 см";MW601-P573027;76572276;;9;;384
"Тарелка салатная ""Базар"" без инд.упаковки, 19 см";MW601-P573019;76572278;;256;;142
"Чашка с блюдцем ""Базар"" без инд.упаковки, 0.2 л";MW601-P573340;76572279;999;410;;228
"Банка для мёда с ложкой ""Белая коллекция"", 0.25 л";MW602-AA6233;84686356;999;587;;326
"Блюдо для рыбы ""Белая коллекция"", 33х16 см";MW602-AA0428;84686365;999;783;;435
"Блюдо для соуса ""Белая коллекция"", 10 см, без упак.";MW504-FX0119;81680631;3;88;;44
"Блюдо круглое д/выпечки (Киш) ""Белая коллекция"", 28 см";MW602-AA05017;84686362;;891;;619
"Блюдо круглое д/запекания ""Белая коллекция"", 26 см";MW602-AA5837;84686361;999;913;;507
"Ваза сервировочная 3-х секц.с ручкой ""Белая коллекция""";MW602-AA3939;84686364;;817;;454
"Кружка ""Белая коллекция"", 0.3 л, без упак.";MW504-FX0141;81680640;999;221;;123
"Кружка ""Белая коллекция"", 0.45 л, без упак.";MW504-FX0140;81680639;4;221;;123
"Кувшин ""Белая коллекция"", 1 л";MW602-AA021;84686360;999;875;;486
"Кувшин малый ""Белая коллекция"", 0.5 л";MW602-AA022;84686359;;365;;253
"Менажница 4-х секц. ""Белая коллекция"", 30 см";MW602-AA6266;84686358;;1692;;940
"Молочник ""Белая коллекция"", 0.36 л, без упак.";MW504-FX0176;81680644;999;457;;254
"Набор для специй, масла и уксуса на подставке ""Белая коллекция""";MW602-CH0077;84686357;999;1517;;843
"Набор из 4-х форм д/запекания (рамекин) ""Белая коллекция"", 10 см";MW602-AA010274;84686363;;697;;387
"Салатник ""Белая коллекция"", 20 см, без упак.";MW504-FX0123;81680632;999;240;;141
"Сахарница ""Белая коллекция"", 0.4 л, без упак.";MW504-FX0175;81680643;0;506;;281
"Столовый набор на 4 персоны ""Белая коллекция"", 12 пр., подар. упак.";MW504-FX0147;81680641;0;4460;;2478
"Тарелка ""Белая коллекция"", 23 см, без упак.";MW504-FX0132;81680635;999;220;;126
"Тарелка закусочная ""Белая коллекция"", 19 см, без упак.";MW504-FX0131;81680634;999;140;;80
"Тарелка обеденная ""Белая коллекция"", 27.5 см, без упак.";MW504-FX0133;81680636;999;437;;243
"Тарелка суповая/для пасты ""Белая коллекция"", 20 см, без упак.";MW504-FX0126;81680633;0;364;;202
"Чайник ""Белая коллекция"", 1 л, подар. упак.";MW504-FX0174;81680642;999;1408;;782
"Чашка с блюдцем ""Белая коллекция"", 0.25 л, без упак.";MW504-FX0138;81680637;999;335;;186
"Чашка с блюдцем большая ""Белая коллекция"", 0.4 л, без упак.";MW504-FX0139;81680638;999;437;;243
"Набор: сахарница + молочник ""Белая роза"" в подарочной упаковке";MW688-JX76555;76572284;;537;;307
"Салатник ""Белая роза"" без инд.упаковки, 17.5 см";MW688-JX76217;76572287;;418;;239
"Салатник ""Белая роза"" без инд.упаковки, 20 см";MW688-JX76220;76572286;;512;;293
"Салатник ""Белая роза"", малый, без инд.упаковки, 12.5 см";MW688-JX76212;76572289;;154;;88
"Столовый набор на 4 персоны ""Белая роза"" в подарочной упаковке, 16 пр.";MW688-JX76522;76572281;;199;;114
"Столовый сервиз на 4 персоны ""Белая роза"" в подарочной упаковке, 12 пр.";MW688-JX76612;76572282;;4978;;2845
"Тарелка закусочная ""Белая роза"" без инд.упаковки, 22.5 см";MW688-JX76022;76572291;;393;;225
"Тарелка обеденная ""Белая роза"" без инд.упаковки, 26.5 см";MW688-JX76026;76572292;;491;;281
"Тарелка салатная ""Белая роза"" без инд.упаковки, 19 см";MW688-JX76019;76572294;;252;;144
"Чайник ""Белая роза"" в подарочной упаковке, 1.1 л";MW688-JX76566;76572295;;1190;;680
"Чашка с блюдцем ""Белая роза"" без инд.упаковки, 0.23 л";MW688-JX76513;76572297;;329;;188
"Кружка ""Восток-Запад"", 0.35 л, без упак.";MW688-JX251213;81680660;999;256;;142
"Набор из 3-х соусников ""Восток-Запад"", 10 см, 8 см, 5.5 см, подар. упак.";MW688-JX250115;81680658;7;376;;209
"Салатник ""Восток-Запад"", 15 см, без упак.";MW688-JX250112;81680656;999;414;;230
"Салатник-тарелка суповая ""Восток-Запад"", 18 см, без упак.";MW688-JX250113;81680657;999;621;;345
"Сахарница ""Восток-Запад"", 0.25 л, без упак.";MW688-JX251311;81680662;;346;;192
"Столовый набор на 4 персоны ""Восток-Запад"", 12 пр., подар. упак.";MW688-JX259112;81680664;;6259;;3477
"Тарелка квадратная ""Восток-Запад"", 18 см, без упак.";MW688-JX250003;81680650;999;331;;184
"Тарелка квадратная ""Восток-Запад"", 23 см, без упак.";MW688-JX250004;81680651;999;661;;367
"Тарелка квадратная ""Восток-Запад"", 26 см, без упак.";MW688-JX250005;81680652;999;760;;422
"Тарелка прямоугольная ""Восток-Запад"", 26х15 см, подар. упак.";MW688-JX250032;81680654;0;646;;359
"Тарелка прямоугольная большая ""Восток-Запад"", 30х17 см, подар. упак.";MW688-JX250033;81680655;0;898;;499
"Тарелка прямоугольная малая ""Восток-Запад"", 20х11 см, подар. упак.";MW688-JX250031;81680653;0;364;;202
"Чайник ""Восток-Запад"", 1.15 л, подар. упак.";MW688-JX251512;81680663;;1233;;685
"Чашка с блюдцем ""Восток-Запад"", 0.2 л, без упак.";MW688-JX251212;81680659;0;315;;175
"Чашка с блюдцем большая ""Восток-Запад"", 0.32 л, без упак.";MW688-JX251215;81680661;0;425;;236
"Блюдо прямоугольное ""Даймонд"" в подарочной упаковке, 31х17 см";MW688-JX260330;76572298;999;904;;502
"Ваза трёхъярусная ""Даймонд"" в подарочной упаковке";MW688-DV0027;76572300;0;1847;;1026
"Квадратная тарелка ""Даймонд"" без инд.упаковки, 18.5 см";MW688-JX260018;76572302;999;331;;184
"Кружка ""Даймонд"" без инд.упаковки, 0.37 л";MW688-JX260535;76572304;999;310;;172
"Ложка-подставка ""Даймонд"", 22.5 см";MW688-DV0139;84686366;999;349;;194
"Молочник ""Даймонд"" в подарочной упаковке, 0.19 л";MW688-DV0065;76572306;0;383;;213
"Салатник ""Даймонд"", 18 см";MW688-DV0042;76572310;0;617;;343
"Салатник ""Даймонд"", малый, 12.5 см";MW688-DV0040;76572312;999;236;;131
"Салатник квадратный ""Даймонд"" без инд.упаковки, 22 см";MW688-JX260222;76572313;999;686;;381
"Салатник квадратный ""Даймонд"", малый, без инд.упаковки, 16 см";MW688-JX260216;76572315;999;493;;274
"Салатник-тарелка суповая ""Даймонд"" без инд.упаковки, 18 см";MW688-DV0025;76572316;999;583;;324
"Сахарница ""Даймонд"" в подарочной упаковке, 0.2 л";MW688-DV0066;76572317;0;450;;250
"Столовый набор на 4 персоны ""Даймонд"" в подарочной упаковке, 16 пр.";MW688-JX260716;76572307;0;8122;;4512
"Столовый сервиз на 4 персоны ""Даймонд"" в подарочной упаковке, 12 пр.";MW688-DV0031;76572309;0;6077;;3376
"Тарелка ""Даймонд"" без инд.упаковки, 23 см";MW688-DV0021;76572318;999;518;;288
"Тарелка для пасты ""Даймонд"" 30 см";MW688-DV0030;93428922;999;1055;;586
"Тарелка закусочная ""Даймонд"" без инд.упаковки, 18 см";MW688-DV0020;76572320;0;281;;156
"Тарелка квадратная ""Даймонд"" 23 см";MW688-JX260023;93428924;999;695;;386
"Тарелка квадратная ""Даймонд"" без инд.упаковки, 26 см";MW688-JX260026;76572321;999;769;;427
"Тарелка обеденная ""Даймонд"" без инд.упаковки, 27 см";MW688-DV0022;76572323;0;617;;343
"Тарелка суповая ""Даймонд"" без инд.упаковки, 22.5 см";MW688-DV0026;76572325;999;508;;282
"Чайник ""Даймонд"" в подарочной упаковке, 0.8 л";MW688-DV0064;76572327;4;1289;;716
"Чашка с блюдцем ""Даймонд"" 0.25 л";MW688-DV0067;93428923;999;486;;270
"Чашка с блюдцем ""Даймонд"" без инд.упаковки, 0.09 л";MW688-DV0029;76572330;999;227;;126
"Чашка с блюдцем ""Даймонд"" без инд.упаковки, 0.22 л";MW688-DV0028;76572328;999;391;;217
"Чашка с квадратным блюдцем ""Даймонд"" без инд.упаковки, 0.22 л";MW688-JX260482;76572331;999;374;;208
"Ваза двухъярусная ""Движение"" в подарочной упаковке 25 см";MW580-RP11702;93428884;999;734;;408
"Набор д/ специй: солонка+перечница ""Движение"" в подарочной упаковке";MW580-RP11620;93428883;999;256;;142
"Набор: чайник, сахарница, молочник ""Движение"" в подарочной упаковке 0.5 л";MW580-RP11520;93428882;999;1042;;579
"Салатник квадратный ""Движение"" 0.35 л, 18 см";MW580-RP00218;93428879;999;517;;287
"Столовый набор на 4 персоны ""Движение"", 16 пр.";MW580-RP00916;93428880;11;6867;;3815
"Тарелка квадратная ""Движение"" 18 см";MW580-RP00018;93428877;999;324;;180
"Тарелка квадратная ""Движение"" 22 см";MW580-RP00022;93428878;999;605;;336
"Чашка с блюдцем ""Движение"" 0.23 л";MW580-RP11405;93428881;999;409;;227
"Кружка ""Изабелла"" без инд.упаковки, 0.42 л";MW583-EF0010;76572333;;427;;244
"Салатник ""Изабелла"" без инд.упаковки, 17 см";MW583-EF0009;76572336;;13;;351
"Столовый набор на 4 персоны ""Изабелла"" в подарочной упаковке, 16 пр.";MW583-EF0002;76572334;;10591;;6052
"Тарелка закусочная ""Изабелла"" без инд.упаковки, 20 см";MW583-EF0007;76572337;;469;;268
"Тарелка обеденная ""Изабелла"" без инд.упаковки, 27.5 см";MW583-EF0006;76572339;;758;;526
"Тарелка суповая ""Изабелла"" без инд.упаковки, 23.5 см";MW583-EF0008;76572340;999;616;;342
"Салатник ""Икра"" (белая) 1 л, 19 см";MW602-AX0249;93428914;999;616;;342
"Салатник ""Икра"" (гранит) 1 л, 19 см";MW602-AX0255;93428918;999;644;;358
