Артикул;Код сайта;Наименование;Цена опт;РРЦ;Материал;Наличие на складе;Остаток;Бренд;Страна производства;Страна ТМ;Категория;Категория 2;Размеры;Вид упаковки;Ссылка на фото;;Штрих-код;Вес;Серия;
CAR2-045-0230;55687;Чашка с блюдцем Подружки в подарочной упаковке;880;1584;Костяной фарфор;На складе;2;Carmani;КИТАЙ;Польша;Посуда для чая;Чайные пары;0.25л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/13537.jpg;Распродажа;6901202585408;0.44;Новые импрессионисты;
CAR2-045-8103;56900;Кружка Маковое поле (К. Моне);369;664;Фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0.35л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14391.jpg;;5907580048048;0.28;К. Моне;
CAR2-045-8104;56894;Кружка Водяные лилии (К. Моне);369;664;Костяной фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0.35л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14381.jpg;;4607947160024;0.28;К. Моне;
CAR2-241-5302;56679;Кружка Лошади. Гнедая и Серая;341;614;Костяной фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0,4 л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14308.jpg;Распродажа;5907580054612;0.22;Лошади;
CAR2-241-5303;56682;Кружка Лошади. Вороная;341;614;Костяной фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0,4 л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14307.jpg;Распродажа;5907580054629;0.22;Лошади;
CAR2-241-5304;56683;Кружка Лошади. Рыжая и серая;341;614;Костяной фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0,4 л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14310.jpg;Распродажа;5907580054636;0.22;Лошади;
CAR2-241-5305;56680;Кружка Лошади. Серая и гнедые;341;614;Костяной фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0,4 л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14311.jpg;Распродажа;5907580054643;0.22;Лошади;
CAR2-241-5306;56678;Кружка Лошади. Любовь;341;614;Костяной фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0,4 л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14309.jpg;Распродажа;5907580054650;0.22;Лошади;
CAR2-532-0211;56820;Чашка с блюдцем Поцелуй (Г.Климт);1013;1823;Костяной фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Посуда для чая;Чайные пары;0.25л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14367.jpg;;5907580051918;0.33;Г.Климт;
CAR2-532-0401-AL;48484;Кружка 0,4 л Поцелуй (Г.Климт);639;1150;Костяной фарфор;Ожидается;Ожидается;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0,4 л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11664.jpg;;6901202584586;0.30;Г.Климт;
CAR2-532-0405-AL;48485;Кружка 0,4 л Адель (Г.Климт);639;1150;Костяной фарфор;На складе;6;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0,4 л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11661.jpg;;6901202584593;0.30;Г.Климт;
CAR2-532-0701-AL;48492;Кружка 0,6 л Поцелуй (Г.Климт);972;1750;Костяной фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0,6 л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11669.jpg;;6901202584623;0.43;Г.Климт;
CAR2-532-2301N;57518;Кружка Поцелуй (Г.Климт);491;884;Костяной фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0.4л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14833.jpg;;4607947161229;0.22;Г.Климт;
CAR2-532-2302;57475;Кружка Русалки. Фрагмент (Г.Климт);491;884;Костяной фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0.4л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14834.jpg;;5907580058870;0.22;Г.Климт;
CAR2-532-2303;56814;Кружка Медицина (Г.Климт);395;711;Костяной фарфор;На складе;7;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0.35л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14363.jpg;;5907580054957;0.22;Г.Климт;
CAR2-532-2303N;57519;Кружка Медицина (Г.Климт);491;884;Костяной фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0.4л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14832.jpg;;4607947161236;0.22;Г.Климт;
CAR2-532-2305;57474;Кружка Адель (Г.Климт);491;884;Костяной фарфор;Ожидается;Ожидается;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0.4л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14831.jpg;;5907580054964;0.22;Г.Климт;
CAR2-532-2310N;57520;Кружка Юдифь (Г.Климт);491;884;Костяной фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0.4л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14835.jpg;;4607947161243;0.22;Г.Климт;
CAR2-532-8101;56884;Кружка Поцелуй (Г.Климт);369;664;Фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0.35л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14389.jpg;;5907580047980;0.28;Г.Климт;
CAR2-532-8105;57521;Кружка Адель (Г. Климт);369;664;Фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0.35л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14836.jpg;;5907580047997;0.28;Г.Климт;
CAR2-532-8119;56886;Кружка Семья (Г.Климт);369;664;Фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0.35л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14390.jpg;;5907580048017;0.28;Г.Климт;
CAR2-532-8120;56887;Кружка Адам и Ева (Г.Климт);369;664;Фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0.35л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14387.jpg;;5907580059006;0.28;Г.Климт;
CAR2-830-0209-N;57819;Чашка с блюдцем Звездная ночь/Ночная терраса кафе, В. Ван Гог;936;1685;Костяной фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Посуда для чая;Чайные пары;0.25л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14998.jpg;;4607947162363;0.36;В. Ван Гог;
CAR2-830-0210;57777;Чашка с блюдцем Звёздная ночь (В. Ван Гог);936;1685;Костяной фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Посуда для чая;Чайные пары;0.25л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14980.jpg;;4607947162356;0.36;В. Ван Гог;
CAR2-830-2316;57778;Кружка Звездная ночь/Ночная терраса кафе, В. Ван Гог;473;851;Костяной фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0.35л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14979.jpg;;5907580060101;0.23;В. Ван Гог;
CAR2-830-8105;56888;Кружка Ирисы (В. Ван Гог);369;664;Фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0.35л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14383.jpg;;5907580048055;0.28;В. Ван Гог;
CAR2-830-8106;56889;Кружка Подсолнухи (В. Ван Гог);369;664;Фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0.35л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14385.jpg;;5907580048062;0.28;В. Ван Гог;
CAR2-830-8111;56890;Кружка Красные маки и маргаритки (В. Ван Гог);369;664;Фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0.35л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14384.jpg;;5907580048239;0.28;В. Ван Гог;
CAR2-830-8114;56891;Кружка Розы (В. Ван Гог);369;664;Фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0.35л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14386.jpg;;5907580050423;0.28;В. Ван Гог;
CAR2-830-8115;56892;Кружка Звёздная ночь (В. Ван Гог);369;664;Фарфор;На складе;>20;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0.35л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14382.jpg;;5907580058702;0.28;В. Ван Гог;
CAR2-834-0202;57781;Набор из 2-х кружек  Анемон (У. Моррис);1169;2104;Костяной фарфор;Ожидается;Ожидается;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0.375л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14986.jpg;;5907580059143;0.44;У. Моррис;
CAR2-834-0203;57782;Набор из 2-х кружек  Лестер (У. Моррис);1169;2104;Костяной фарфор;Ожидается;Ожидается;Carmani;КИТАЙ;Польша;Кружки;Кружки обычные;0.375л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14987.jpg;;5907580059150;0.44;У. Моррис;
