Название товара;Артикул;Идентификатор товара в магазине;Остаток;Цена продажи;Старая цена;Закупочная цена
"Набор стаканов для воды 6 шт. ""Tomy"" 250мл. h=10.5см.";614-624;99077855;2;13673;;10852
Набор бокалов 2 шт. 750 мл., h=22 см.;307-166;78213654;;2848;;2261
Набор бокалов для вина 2 шт. 500 мл., h=21 см.;307-020;78213653;;2999;;2381
"Набор бокалов для вина 6 шт. ""Россия"", 300 мл., h=22 см.";307-164;78213656;8;5436;;5189
"Набор бокалов для коньяка 6 шт. ""Россия"", 250 мл., h=11 см.";307-162;78213658;;5973;;4741
"Набор бокалов для шампанского 6 шт. ""Россия"", 200 мл., h=23 см.";307-161;78213657;6;5083;6353;4851
"Набор стаканов для виски 6 шт. ""Россия"", 250 мл., h=9 см.";307-165;78213655;;4319;5398;3429
"Чайный набор на 6 персон ""Венециано"", 12 пр., 150 мл";326-053;76990643;2;10196;;8093
"Чайный набор на 6 персон ""Венециано"", 12 пр., 200 мл";326-017;67911074;11;8577;;8186
"Столовый сервиз на 6 персон ""Ибис"", 26 пр.";662-615;67911065;;23401;29251;20349
"Столовый сервиз на 6 персон ""Ибис"", 26 пр.";662-620;54714021;;23401;;20349
"Чайный набор на 6 персон ""Ибис"", 12 пр., 175 мл";662-617;76990633;;5037;;3999
"Чайный сервиз на 6 персон ""Ибис"", 15 пр., 1200/175/200/250 мл";662-621;76990695;;10319;12898;8190
"Чайный сервиз на 6 персон ""Ибис"", 15 пр., 1200/175/200/250 мл";662-616;76990694;;10319;;8190
"Салатник ""Изабель"", 23 см., h=6 см.";662-639;54714026;;1296;;950
"Столовый сервиз на 6 персон ""Изабель"", 26 пр.";662-640;54714022;;23154;28942;20134
"Столовый сервиз на 6 персон ""Изабель"", 26 пр.";662-635;54714025;;23401;29251;20349
"Чайный набор на 6 персон ""Изабель"", 12 пр., 175 мл";662-642;76990635;1;4273;;4079
"Чайный набор на 6 персон ""Изабель"", 12 пр., 175 мл";662-637;76990634;;5037;;3999
"Чайный сервиз на 6 персон ""Изабель"", 15 пр., 1200/175/200/250 мл";662-636;67911068;;10319;;8190
"Чайный сервиз на 6 персон ""Изабель"", 15 пр., 1200/175/200/250 мл";662-641;67911063;;10319;;8190
"Чайный набор на 6 персон ""Итальяно"", 12 пр., 200 мл";326-026;67911073;;7260;;5763
"Столовый сервиз на 6 персон ""Каир"", 26 пр.";662-663;76990593;;25075;;21805
"Столовый сервиз на 6 персон ""Каир"", 26 пр.";662-610;46765871;;25075;;21805
"Чайный сервиз на 6 персон ""Каир"", 15 пр., 1200/175/200/250 мл";662-664;67911069;;10858;13572;8618
"Чайный сервиз на 6 персон ""Каир"", 15 пр., 1200/175/200/250 мл";662-611;76990696;;10644;13305;8449
"Столовый сервиз на 6 персон ""Констанция"", 26 пр.";662-606;46765872;;68655;;59700
"Чайный сервиз на 6 персон ""Кружево"", 15 пр., 1500/200 мл";662-523;84114199;;20341;25426;16951
"Глубокая суповая тарелка ""Луксор"" 16 см, h=4 см";662-633;84103164;21;682;;542
"Глубокая суповая тарелка ""Луксор"" 16 см, h=4 см";662-628;84103169;21;715;;568
"Столовый сервиз на 6 персон ""Луксор"", 26 пр.";662-625;46765874;1;22104;27630;22039
"Столовый сервиз на 6 персон ""Луксор"", 26 пр.";662-630;46765873;;24587;;21380
"Чайный набор на 6 персон ""Луксор"", 12 пр., 175 мл";662-632;54714027;;5363;6703;4257
"Чайный набор на 6 персон ""Луксор"", 12 пр., 175 мл";662-627;76990638;;5363;;4257
"Чайный сервиз на 6 персон ""Луксор"", 15 пр., 1200/175/200/250 мл";662-631;54714028;4;9592;;9156
"Чайный сервиз на 6 персон ""Луксор"", 15 пр., 1200/175/250/250 мл";662-626;76990697;3;9592;;9156
"Кофейный сервиз на 6 персон ""Мадонна"", 15 пр., 1500/200350/450 мл";662-559;54714033;21;9049;11311;8637
"Чайный набор на 1 персону ""Мадонна"", 2 пр., 250 мл";662-585;46765875;;1229;;976
"Чайный набор на 2 персоны ""Мадонна"", 4 пр., 250 мл";662-586;46765876;;2017;;1925
"Чайный набор на 6 персон ""Мадонна"", 12 пр., 200 мл";662-555;46765877;;6931;8663;5501
"Чайный сервиз на 6 персон ""Мадонна"", 15 пр., 1500/200/350/450 мл";662-558;54714029;;9255;;8834
"Набор розеток ""Симона"", 11 см, 6 шт.";662-570;53906420;1;1203;;955
"Набор суповых тарелок ""Симона"", 6 шт., 24 см";662-505;46765879;1;2660;;2539
"Набор суповых тарелок ""Симона"", 6 шт., 24 см";662-566;46765878;21;2591;3238;2473
"Набор тарелок ""Симона"", 6 шт., 17 см";662-564;46765880;;2027;2533;1935
"Набор тарелок ""Симона"", 6 шт., 19 см";662-565;46765881;21;1864;;1779
"Набор тарелок ""Симона"", 6 шт., 19 см";662-504;46765882;;2348;;1790
"Набор тарелок ""Симона"", 6 шт., 26 см";662-567;53906283;21;3121;;2980
"Салатник ""Симона"", 19 см., h=5 см.";662-509;54714035;;484;605;355
"Салатник ""Симона"", 19см, h=5см";662-569;53906421;21;478;;380
"Столовый сервиз на 6 персон ""Симона"", 25 пр.";662-660;76990590;;18543;;18582
"Столовый сервиз на 6 персон ""Симона"", 25 пр.";662-657;67911066;1;19467;24333;19508
"Столовый сервиз на 6 персон ""Симона"", 25 пр.";662-561;46765883;8;14806;;14131
"Фруктовница 3-яручная ""Симона"", 15/19/25см, h=33см";662-563;53906422;21;1722;;1313
"Чайный набор на 6 персон ""Симона"", 12 пр., 200 мл";662-659;54714034;;5680;;4509
"Чайный набор на 6 персон ""Симона"", 12 пр., 200 мл";662-662;76990641;;5741;7176;4557
"Чайный набор на 6 персон ""Симона"", 12 пр., 200 мл";662-507;46765884;;3475;;2759
"Чайный сервиз на 6 персон ""Симона"", 15 пр., 1500/250/350/450 мл";662-658;67911070;;8358;10447;7977
"Чайный сервиз на 6 персон ""Симона"", 15 пр., 1500/250/350/450 мл.";662-562;53906423;7;7269;;6937
"Столовый сервиз на 6 персон ""Тоба"", 26 пр.";662-654;54714042;;25349;31686;22043
"Столовый сервиз на 6 персон ""Тоба"", 26 пр.";662-651;54714040;;25349;;22043
"Столовый сервиз на 6 персон ""Тоба"", 26 пр.";662-648;67911064;;25618;;22277
"Столовый сервиз на 6 персон ""Тоба"", 26 пр.";662-645;54714041;;25349;31686;22043
"Чайный набор на 6 персон ""Тоба"", 12 пр., 175 мл";662-647;76990640;;4671;;4458
"Чайный набор на 6 персон ""Тоба"", 12 пр., 175 мл";662-653;76990639;;5616;;4458
"Чайный набор на 6 персон ""Тоба"", 12 пр., 175 мл";662-656;54714036;;5449;;4325
"Чайный набор на 6 персон ""Тоба"", 12 пр., 175 мл";662-650;54714037;;5449;;4325
"Чайный сервиз на 6 персон ""Тоба"", 15 пр., 1200/175/200/250 мл";662-652;54714038;;11177;13971;8871
"Чайный сервиз на 6 персон ""Тоба"", 15 пр., 1200/175/200/250 мл";662-646;67911072;;11295;;8965
"Чайный сервиз на 6 персон ""Тоба"", 15 пр., 1500/175/200/250 мл";662-655;67911071;;11295;;8965
Ваза 17x17x30 см.;331-262;56557534;;8694;;6900
Ваза 17x17x30 см.;331-263;56557537;1;11437;;9078
"Статуэтка ""Баран"", 53x27x30 см.";331-248;56557536;;16215;;13513
"Статуэтка ""Бигль"", 30x18x18 см.";331-257;56557530;;9221;11526;7319
"Статуэтка ""Болонка"", 21x14x26 см.";331-258;56557526;;5697;;4522
"Статуэтка ""Бульдог"", 50x26x35 см.";331-246;56557540;;21200;;17667
"Статуэтка ""Жирафы"", 41x27x36 см.";331-249;56557541;;27463;34328;23881
"Статуэтка ""Кот"", 20x16x30 см.";331-261;56557527;;6968;;5531
"Статуэтка ""Кот"", 21x21x22 см.";331-253;56557528;;7356;;5839
"Статуэтка ""Маленький бульдог"", 28x18x24 см.";331-254;56557529;;9186;11482;7291
"Статуэтка ""Сеттер"", 45x19x21 см.";331-243;56557535;;11396;;9045
"Статуэтка ""Сеттер"", 45x19x21 см.";331-250;56557538;;19003;;15836
"Статуэтка ""Сеттер"", 48x12x16 см.";331-244;56557533;;13022;16277;10335
"Статуэтка ""Сеттер"", 48x12x16 см.";331-251;56557531;;11365;;9020
"Статуэтка ""Собака"", 42x17x17 см.";331-252;56557532;;12691;;10073
"Статуэтка ""Такса"", 48x32x36 см.";331-255;56557539;1;19450;24312;16209
"Статуэтка ""Азиатский слоненок"", 8x5 см., h=9.5 см.";347-154;56557562;;3702;;2939
"Статуэтка ""Баран"", 11x7 см., h=9 см";347-171;56557587;;5004;;3972
"Статуэтка ""Белый слон"", 11x6 см., h=10 см.";347-074;56557581;;5004;6255;3972
"Статуэтка ""Бык"", 20x8 см., h=12 см.";347-132;56557620;;12442;;9875
"Статуэтка ""Бык"", 8x7 см., h=4 см.";347-240;56557567;;3702;;2939
"Статуэтка ""Бык"", h=12 см.длина=20 см.";347-133;56557621;;12442;;9875
"Статуэтка ""Верблюд"", 12x6 см., h=14.5 см.";347-143;56557611;;7182;8977;5700
"Статуэтка ""Выдра"", 10x7 см., h=8 см.";347-194;56557602;;5635;7043;4473
"Статуэтка ""Дельфин"", 12x8 см., h=11 см.";347-212;56557608;;6309;;5008
"Статуэтка ""Дельфин"", 6x4 см., h=5 см.";347-227;56557545;;2577;;2046
"Статуэтка ""Дельфин"", 8x6 см., h=10 см.";347-201;56557558;;3555;4443;2822
"Статуэтка ""Дельфин"", 8x7 см., h=9 см.";347-221;56557572;;4088;;3245
"Статуэтка ""Дикая утка"", 8x5 см., h=6 см.";347-095;56557550;;3187;;2530
"Статуэтка ""Ежик"", 12x7 см., h=8 см.";347-214;56557593;;5197;;4125
"Статуэтка ""Ежик"", 6x6 см., h=6 см.";347-224;56557571;;3763;4703;2987
"Статуэтка ""Жираф"", 7x4 см., h=11 см.";347-219;56557559;;3581;;2843
"Статуэтка ""Зебра"", 9x6 см., h=10.5 см.";347-049;56557579;;5004;;3972
"Статуэтка ""Золотистый ретривер"", 11x8 см., h=13 см.";347-206;56557610;;6574;8217;5218
"Статуэтка ""Индийский слон"", 28x13 см., h=25 см";347-096;56557623;2;29806;;25919
"Статуэтка ""Кит"", 12x9 см., h=7.5 см.";347-124;56557585;;3641;;2890
"Статуэтка ""Коала"", 6x6 см., h=8 см.";347-134;56557554;;3484;4355;2766
"Статуэтка ""Коала"", 9x6 см., h=11 см.";347-135;56557607;;6297;;4999
"Статуэтка ""Ковчег"", 24x16 см., h=15 см.";347-207;56557622;;12609;;10008
"Статуэтка ""Конь"", h=16 см.";347-208;56557609;2;5268;;4182
"Статуэтка ""Корова"", 13x7 см., h=11 см.";347-173;56557605;;6070;;4818
"Статуэтка ""Косатка"", h=11 см.";347-210;56557588;;5111;6388;4057
"Статуэтка ""Котенок"", 9x6 см., h=7 см.";347-209;56557561;;3651;;2899
"Статуэтка ""Кошечка"", 8x6 см., h=8 см.";347-225;56557575;;4165;;3306
"Статуэтка ""Кошка"", 7x5 см., h=8 см.";347-015;56557547;;3187;3983;2530
"Статуэтка ""Кошка"", h=19 см";347-025;56557614;;8665;;6878
"Статуэтка ""Красный попугай"", 8x6 см., h=12 см.";347-115;56557583;;5004;;3972
"Статуэтка ""Крокодил"", 9x6 см., h=7 см.";347-220;56557564;;3702;4627;2939
"Статуэтка ""Крокодил"", длина=15 см h=6 см";347-200;56557606;;6083;;4829
